,gvkey,iid,gvkeyx,from,thru,conml,from_yearquarter,thru_yearquarter,2008-Quarter1,2008-Quarter2,2008-Quarter3,2008-Quarter4,2009-Quarter1,2009-Quarter2,2009-Quarter3,2009-Quarter4,2010-Quarter1,2010-Quarter2,2010-Quarter3,2010-Quarter4,2011-Quarter1,2011-Quarter2,2011-Quarter3,2011-Quarter4,2012-Quarter1,2012-Quarter2,2012-Quarter3,2012-Quarter4,2013-Quarter1,2013-Quarter2,2013-Quarter3,2013-Quarter4,2014-Quarter1,2014-Quarter2,2014-Quarter3,2014-Quarter4,2015-Quarter1,2015-Quarter2,2015-Quarter3,2015-Quarter4,2016-Quarter1,2016-Quarter2,2016-Quarter3,2016-Quarter4,2017-Quarter1,2017-Quarter2,2017-Quarter3,2017-Quarter4,2018-Quarter1,2018-Quarter2,2018-Quarter3,2018-Quarter4,2019-Quarter1,2019-Quarter2,2019-Quarter3
30,1878,1,3,1989-12-01 00:00:00.000000,,Autodesk Inc.,1990-Quarter1,2019-Quarter3,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.,Autodesk Inc.
31,1976,1,3,1964-03-31 00:00:00.000000,2017-07-04 00:00:00.000000,Baker Hughes Inc,1964-Quarter2,2017-Quarter3,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,Baker Hughes Inc,0,0,0,0,0,0,0,0
32,1976,1,3,2017-07-06 00:00:00.000000,2017-07-06 00:00:00.000000,Baker Hughes Inc,2017-Quarter4,2017-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1988,1,3,1984-10-31 00:00:00.000000,,Ball Corp,1985-Quarter1,2019-Quarter3,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp,Ball Corp
34,1995,1,3,1964-03-31 00:00:00.000000,2012-03-13 00:00:00.000000,Constellation Energy Group Inc.,1964-Quarter2,2012-Quarter1,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,Constellation Energy Group Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1075,1,3,1999-10-04 00:00:00.000000,,Pinnacle West Capital Corp,2000-Quarter1,2019-Quarter3,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp,Pinnacle West Capital Corp
36,1078,1,3,1964-03-31 00:00:00.000000,,Abbott Laboratories,1964-Quarter2,2019-Quarter3,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories,Abbott Laboratories
37,2086,1,3,1972-09-30 00:00:00.000000,,Baxter International Inc,1972-Quarter4,2019-Quarter3,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc,Baxter International Inc
38,2176,2,3,2010-02-16 00:00:00.000000,,Berkshire Hathaway Inc,2010-Quarter2,2019-Quarter3,0,0,0,0,0,0,0,0,0,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Berkshire Hathaway Inc
39,2184,1,3,1999-06-30 00:00:00.000000,,Best Buy Co Inc,1999-Quarter3,2019-Quarter3,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc,Best Buy Co Inc
40,1891,1,3,1981-03-31 00:00:00.000000,,Automatic Data Processing Inc.,1981-Quarter2,2019-Quarter3,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.,Automatic Data Processing Inc.
41,1913,1,3,1987-12-31 00:00:00.000000,,Avery Dennison Corp,1988-Quarter1,2019-Quarter3,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp,Avery Dennison Corp
42,1920,1,3,1967-06-30 00:00:00.000000,2015-03-22 00:00:00.000000,Avon Products Inc.,1967-Quarter3,2015-Quarter1,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,Avon Products Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2019,1,3,1995-03-31 00:00:00.000000,,Bank of New York Mellon Corp (The),1995-Quarter2,2019-Quarter3,Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The),Bank of New York Mellon Corp (The)
44,2111,1,3,1972-09-30 00:00:00.000000,,Becton Dickinson and Co,1972-Quarter4,2019-Quarter3,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co,Becton Dickinson and Co
45,2136,1,3,1983-11-30 00:00:00.000000,,Verizon Communications Inc,1984-Quarter1,2019-Quarter3,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc,Verizon Communications Inc
46,2154,1,3,1978-09-30 00:00:00.000000,2014-12-04 00:00:00.000000,Bemis Co Inc,1978-Quarter4,2014-Quarter4,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,Bemis Co Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2154,1,3,2019-06-07 00:00:00.000000,2019-06-11 00:00:00.000000,Bemis Co Inc,2019-Quarter3,2019-Quarter2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2255,1,3,1976-03-31 00:00:00.000000,2010-03-14 00:00:00.000000,Black & Decker Corp (The),1976-Quarter2,2010-Quarter1,Black & Decker Corp (The),Black & Decker Corp (The),Black & Decker Corp (The),Black & Decker Corp (The),Black & Decker Corp (The),Black & Decker Corp (The),Black & Decker Corp (The),Black & Decker Corp (The),Black & Decker Corp (The),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2269,1,3,1986-11-30 00:00:00.000000,,Block H&R Inc,1987-Quarter1,2019-Quarter3,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc,Block H&R Inc
50,2270,1,3,2007-01-04 00:00:00.000000,2009-12-22 00:00:00.000000,Valaris plc,2007-Quarter2,2009-Quarter4,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2270,1,3,2012-07-31 00:00:00.000000,2016-03-29 00:00:00.000000,Valaris plc,2012-Quarter4,2016-Quarter1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,Valaris plc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2312,1,3,2000-12-05 00:00:00.000000,,Robert Half International Inc.,2001-Quarter1,2019-Quarter3,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.,Robert Half International Inc.
53,2403,1,3,1964-03-31 00:00:00.000000,,Bristol-Myers Squibb Co,1964-Quarter2,2019-Quarter3,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co,Bristol-Myers Squibb Co
54,2490,1,3,1964-03-31 00:00:00.000000,2010-02-15 00:00:00.000000,Burlington Northern Santa Fe LLC,1964-Quarter2,2010-Quarter1,Burlington Northern Santa Fe LLC,Burlington Northern Santa Fe LLC,Burlington Northern Santa Fe LLC,Burlington Northern Santa Fe LLC,Burlington Northern Santa Fe LLC,Burlington Northern Santa Fe LLC,Burlington Northern Santa Fe LLC,Burlington Northern Santa Fe LLC,Burlington Northern Santa Fe LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2285,1,3,1964-03-31 00:00:00.000000,,Boeing Co,1964-Quarter2,2019-Quarter3,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co,Boeing Co
